session,username,application,activity,event,time,created_at,updated_at,event_value,name,switch,x,type,board,source,dest,y,currentFlowing,groupname
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266179.943,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>8, ""name""=>""9""}, ""type""=>""pin"", ""board""=>0}","{""connector""=>""input"", ""hole""=>{""index""=>2, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Sent message,1487266197.098999,0.0,0.0,im goiing to label my pinouts,"","","","",1,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266201.2489998,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>7, ""name""=>""8""}, ""type""=>""pin"", ""board""=>0}","{""connector""=>""bus"", ""hole""=>{""index""=>0, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Sent message,1487266212.23,0.0,0.0,#1 is the first output,"","","","",0,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Sent message,1487266220.8299992,0.0,0.0,well input to you,"","","","",0,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266245.4779992,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>12, ""name""=>""13""}, ""type""=>""pin"", ""board""=>0}","{""component""=>""lc0"", ""pin""=>{""index""=>11, ""name""=>""12""}, ""type""=>""pin"", ""board""=>0}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266264.198999,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>0, ""name""=>""1""}, ""type""=>""pin"", ""board""=>0}","{""connector""=>""input"", ""hole""=>{""index""=>1, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Toggled Switch,1487266264.755,0.0,0.0,0,"",1,"","",0,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Toggled Switch,1487266267.960999,0.0,0.0,0,"",0,"","",0,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266283.750999,0.0,0.0,"","","","","",0,"{""component""=>""lc0"", ""pin""=>{""index""=>7, ""name""=>""8""}, ""type""=>""pin"", ""board""=>0}","{""component""=>""lc2"", ""pin""=>{""index""=>1, ""name""=>""2""}, ""type""=>""pin"", ""board""=>0}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Closed board,1487266288.013999,0.0,0.0,1,"","","","",1,"","","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Opened board,1487266290.845999,0.0,0.0,1,"","","","",1,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266298.644999,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>11, ""name""=>""12""}, ""type""=>""pin"", ""board""=>0}","{""connector""=>""bus"", ""hole""=>{""index""=>1, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Add wire,1487266308.1529999,0.0,0.0,"","","","","",1,"{""component""=>""lc1"", ""pin""=>{""index""=>11, ""name""=>""12""}, ""type""=>""pin"", ""board""=>1}","{""component""=>""lc0"", ""pin""=>{""index""=>7, ""name""=>""8""}, ""type""=>""pin"", ""board""=>1}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Sent message,1487266314.388,0.0,0.0,#2 is the second in for you,"","","","",0,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266335.908999,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>2, ""name""=>""3""}, ""type""=>""pin"", ""board""=>0}","{""connector""=>""input"", ""hole""=>{""index""=>0, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266353.131999,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>3, ""name""=>""4""}, ""type""=>""pin"", ""board""=>0}","{""component""=>""lc0"", ""pin""=>{""index""=>11, ""name""=>""12""}, ""type""=>""pin"", ""board""=>0}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266364.006,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>4, ""name""=>""5""}, ""type""=>""pin"", ""board""=>0}","{""component""=>""lc0"", ""pin""=>{""index""=>7, ""name""=>""8""}, ""type""=>""pin"", ""board""=>0}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add wire,1487266370.542999,0.0,0.0,"","","","","",0,"{""component""=>""lc2"", ""pin""=>{""index""=>5, ""name""=>""6""}, ""type""=>""pin"", ""board""=>0}","{""connector""=>""bus"", ""hole""=>{""index""=>2, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Add wire,1487266373.499,0.0,0.0,"","","","","",1,"{""component""=>""lc0"", ""pin""=>{""index""=>8, ""name""=>""9""}, ""type""=>""pin"", ""board""=>1}","{""component""=>""lc0"", ""pin""=>{""index""=>4, ""name""=>""5""}, ""type""=>""pin"", ""board""=>1}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Sent message,1487266393.835,0.0,0.0,#3 is the top for the second one of the third input for you,"","","","",0,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Closed board,1487266429.3049998,0.0,0.0,0,"","","","",0,"","","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Closed board,1487266429.716,0.0,0.0,1,"","","","",1,"","","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Sent message,1487266445.4129999,0.0,0.0,we are not onsame page,"","","","",1,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Opened board,1487266451.520999,0.0,0.0,0,"","","","",0,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Move Logic Chip,1487266468.8769999,0.0,0.0,"",lc1,"",384.16,7408,0,"","",260.68,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add Logic Chip,1487266471.2099998,0.0,0.0,"",lc0,"",123.48,7411,0,"","",233.24,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Move Logic Chip,1487266475.359999,0.0,0.0,"",lc0,"",480.20000000000005,7411,0,"","",246.96,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Opened board,1487266478.746999,0.0,0.0,1,"","","","",1,"","","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Remove Logic Chip,1487266479.3379998,0.0,0.0,"",lc1,"",384.16,7408,0,"","",260.68,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Move Logic Chip,1487266483.2219992,0.0,0.0,"",lc0,"",123.48,7411,0,"","",260.68,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266492.7019992,0.0,0.0,"",lc0,"",82.32000000000001,7411,1,"","",219.52,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add Logic Chip,1487266501.641,0.0,0.0,"",lc1,"",411.6,7404,0,"","",246.96,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Remove Logic Chip,1487266504.551,0.0,0.0,"",lc1,"",411.6,7404,0,"","",246.96,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266509.7219992,0.0,0.0,"",lc0,"",123.48,7411,1,"","",150.92000000000002,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266515.332999,0.0,0.0,"",lc0,"",123.48,7411,1,"","",246.96,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266517.605999,0.0,0.0,"",lc0,"",123.48,7411,1,"","",246.96,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Remove wire,1487266544.842999,0.0,0.0,"","","","","",1,"{""component""=>""lc0"", ""pin""=>{""index""=>5, ""name""=>""6""}, ""type""=>""pin"", ""board""=>1}","{""component""=>""lc1"", ""pin""=>{""index""=>8, ""name""=>""9""}, ""type""=>""pin"", ""board""=>1}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Remove wire,1487266549.671999,0.0,0.0,"","","","","",1,"{""component""=>""lc0"", ""pin""=>{""index""=>8, ""name""=>""9""}, ""type""=>""pin"", ""board""=>1}","{""component""=>""lc0"", ""pin""=>{""index""=>4, ""name""=>""5""}, ""type""=>""pin"", ""board""=>1}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Remove wire,1487266553.809999,0.0,0.0,"","","","","",1,"{""component""=>""lc1"", ""pin""=>{""index""=>12, ""name""=>""13""}, ""type""=>""pin"", ""board""=>1}","{""component""=>""lc0"", ""pin""=>{""index""=>11, ""name""=>""12""}, ""type""=>""pin"", ""board""=>1}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Remove wire,1487266556.760999,0.0,0.0,"","","","","",1,"{""component""=>""lc1"", ""pin""=>{""index""=>11, ""name""=>""12""}, ""type""=>""pin"", ""board""=>1}","{""component""=>""lc0"", ""pin""=>{""index""=>7, ""name""=>""8""}, ""type""=>""pin"", ""board""=>1}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266563.835,0.0,0.0,"",lc1,"",109.76,7432,1,"","",96.04,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Add Logic Chip,1487266566.608999,0.0,0.0,"",lc0,"",343,7432,1,"","",109.76,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266569.059999,0.0,0.0,"",lc0,"",411.6,7432,1,"","",137.20000000000002,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266570.358,0.0,0.0,"",lc1,"",150.92000000000002,7432,1,"","",137.20000000000002,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Remove wire,1487266575.562999,0.0,0.0,"","","","","",1,"{""component""=>""lc1"", ""pin""=>{""index""=>10, ""name""=>""11""}, ""type""=>""pin"", ""board""=>1}","{""component""=>""lc1"", ""pin""=>{""index""=>9, ""name""=>""10""}, ""type""=>""pin"", ""board""=>1}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add Logic Chip,1487266581.5089998,0.0,0.0,"",lc2,"",343,7404,0,"","",274.40000000000003,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266582.361999,0.0,0.0,"",lc0,"",68.60000000000001,7432,1,"","",274.40000000000003,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266583.9619992,0.0,0.0,"",lc1,"",452.76000000000005,7432,1,"","",137.20000000000002,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Remove Logic Chip,1487266584.872999,0.0,0.0,"",lc2,"",343,7404,0,"","",274.40000000000003,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Move Logic Chip,1487266586.663,0.0,0.0,"",lc0,"",123.48,7411,0,"","",260.68,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Remove Logic Chip,1487266587.937999,0.0,0.0,"",lc0,"",123.48,7411,0,"","",260.68,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Remove wire,1487266592.6809988,0.0,0.0,"","","","","",1,"{""component""=>""lc1"", ""pin""=>{""index""=>7, ""name""=>""8""}, ""type""=>""pin"", ""board""=>1}","{""connector""=>""output"", ""hole""=>{""index""=>0, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>1}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add Logic Chip,1487266597.167999,0.0,0.0,"",lc3,"",425.32,7411,0,"","",246.96,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Add wire,1487266599.697999,0.0,0.0,"","","","","",1,"{""component""=>""lc1"", ""pin""=>{""index""=>10, ""name""=>""11""}, ""type""=>""pin"", ""board""=>1}","{""connector""=>""output"", ""hole""=>{""index""=>2, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>1}","",true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Move Logic Chip,1487266601.982,0.0,0.0,"",lc3,"",356.72,7411,0,"","",96.04,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Add wire,1487266602.974999,0.0,0.0,"","","","","",1,"{""component""=>""lc1"", ""pin""=>{""index""=>7, ""name""=>""8""}, ""type""=>""pin"", ""board""=>1}","{""connector""=>""output"", ""hole""=>{""index""=>3, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>1}","",true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Add Logic Chip,1487266607.447,0.0,0.0,"",lc1,"",219.52,7411,1,"","",109.76,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266610.8499992,0.0,0.0,"",lc1,"",329.28000000000003,7411,1,"","",137.20000000000002,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add Logic Chip,1487266611.203,0.0,0.0,"",lc4,"",150.92000000000002,7404,0,"","",274.40000000000003,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Move Logic Chip,1487266614.417999,0.0,0.0,"",lc4,"",137.20000000000002,7404,0,"","",82.32000000000001,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266622.713999,0.0,0.0,"",lc1,"",480.20000000000005,7411,1,"","",150.92000000000002,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266623.5049999,0.0,0.0,"",lc1,"",480.20000000000005,7411,1,"","",82.32000000000001,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266624.2019992,0.0,0.0,"",lc1,"",54.88,7411,1,"","",123.48,true,Animals
d8452ed7-1d97-f299-0768-0cfb9eed6012,Lion,Teaching Teamwork,adder,Add Logic Chip,1487266630.0809999,0.0,0.0,"",lc5,"",205.8,7408,0,"","",260.68,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266640.322999,0.0,0.0,"",lc1,"",343,7411,1,"","",164.64000000000001,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266641.359999,0.0,0.0,"",lc0,"",54.88,7432,1,"","",178.36,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266707.0419998,0.0,0.0,"",lc1,"",96.04,7411,1,"","",54.88,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266708.280999,0.0,0.0,"",lc0,"",274.40000000000003,7432,1,"","",178.36,true,Animals
086f8831-cac6-08a4-351f-e2747fcae696,Tiger,Teaching Teamwork,adder,Move Logic Chip,1487266716.967999,0.0,0.0,"",lc1,"",82.32000000000001,7411,1,"","",205.8,true,Animals
